1.12700E+01	1.96242E+02	1.92857E+03
1.13600E+01	1.95807E+02	1.93137E+03
1.14500E+01	1.95373E+02	1.93416E+03
1.15500E+01	1.94969E+02	1.93727E+03
1.16500E+01	1.94534E+02	1.94037E+03
1.17400E+01	1.94130E+02	1.94410E+03
1.18500E+01	1.93820E+02	1.94907E+03
1.19500E+01	1.93385E+02	1.95311E+03
1.20500E+01	1.92981E+02	1.95714E+03
1.21500E+01	1.92578E+02	1.96118E+03
1.22600E+01	1.92174E+02	1.96584E+03
1.23600E+01	1.91770E+02	1.97050E+03
1.24700E+01	1.91366E+02	1.97516E+03
1.25800E+01	1.90994E+02	1.98043E+03
1.26900E+01	1.90590E+02	1.98571E+03
1.28100E+01	1.90186E+02	1.99130E+03
1.29200E+01	1.89814E+02	1.99689E+03
1.30300E+01	1.89441E+02	2.00280E+03
1.31500E+01	1.89037E+02	2.00901E+03
1.32700E+01	1.88665E+02	2.01522E+03
1.33900E+01	1.88292E+02	2.02174E+03
1.35100E+01	1.87919E+02	2.02857E+03
1.36300E+01	1.87516E+02	2.03571E+03
1.37600E+01	1.87143E+02	2.04286E+03
1.38900E+01	1.86801E+02	2.05031E+03
1.40100E+01	1.86429E+02	2.05776E+03
1.41400E+01	1.86056E+02	2.06553E+03
1.42700E+01	1.85714E+02	2.07360E+03
1.44100E+01	1.85342E+02	2.08199E+03
1.45400E+01	1.85000E+02	2.09037E+03
1.46800E+01	1.84596E+02	2.09907E+03
1.48200E+01	1.84255E+02	2.10807E+03
1.49500E+01	1.83913E+02	2.11708E+03
1.51000E+01	1.83540E+02	2.12640E+03
