1.734815E+00	5.079558E-18
1.802674E+00	7.656816E-18
1.860497E+00	1.229976E-17
1.923489E+00	1.917150E-17
1.980125E+00	2.958096E-17
2.026290E+00	4.414545E-17
2.066254E+00	6.541685E-17
2.112493E+00	1.026548E-16
2.157409E+00	1.545306E-16
2.225710E+00	2.305557E-16
2.282332E+00	3.509496E-16
2.338777E+00	5.237537E-16
2.380562E+00	7.670751E-16
2.413599E+00	1.091389E-15
2.530187E+00	1.501858E-15
2.627610E+00	2.015305E-15
2.815378E+00	2.961302E-15
2.987515E+00	4.209275E-15
3.183141E+00	6.621704E-15
3.337871E+00	9.687352E-15
3.470789E+00	1.337638E-14
3.691639E+00	1.638388E-14
3.903193E+00	2.017593E-14
4.160596E+00	2.486182E-14
4.385659E+00	2.924339E-14
4.554461E+00	3.317885E-14
4.796133E+00	4.167470E-14
5.060875E+00	4.889754E-14
5.285887E+00	5.447944E-14
5.492111E+00	5.780915E-14
5.740778E+00	6.452173E-14
6.035844E+00	7.136234E-14
6.260797E+00	7.463465E-14
6.429522E+00	7.806388E-14
6.650596E+00	8.278100E-14
6.898183E+00	8.655009E-14
7.123115E+00	8.849663E-14
7.310565E+00	9.090209E-14
7.568970E+00	9.487895E-14
7.835437E+00	9.896993E-14
8.060386E+00	1.030415E-13
8.247845E+00	1.068032E-13
8.478681E+00	1.087464E-13
8.735189E+00	1.111513E-13
8.960129E+00	1.146829E-13
9.166311E+00	1.163157E-13
9.423008E+00	1.200356E-13
9.672409E+00	1.225888E-13
9.897341E+00	1.253459E-13
1.010351E+01	1.253054E-13
1.033266E+01	1.292243E-13
1.057214E+01	1.346016E-13
1.079707E+01	1.370083E-13
1.098451E+01	1.394663E-13
1.125098E+01	1.391146E-13
1.150931E+01	1.399828E-13
1.173422E+01	1.399335E-13
1.190290E+01	1.405301E-13
1.213458E+01	1.406739E-13
1.240897E+01	1.429799E-13
1.263391E+01	1.475227E-13
1.284010E+01	1.516652E-13
1.307021E+01	1.495506E-13
1.330867E+01	1.521027E-13
1.353358E+01	1.513637E-13
1.373976E+01	1.547724E-13
1.399715E+01	1.550544E-13
1.420833E+01	1.546589E-13
1.443324E+01	1.546044E-13
1.463943E+01	1.579433E-13
1.491541E+01	1.567839E-13
1.514551E+01	1.630372E-13
1.537042E+01	1.629797E-13
1.557658E+01	1.620460E-13
1.581634E+01	1.585371E-13
1.602641E+01	1.636976E-13
